94985	SL00009-001(nTB)	SB	N	P	"An Illumination of the 'Jewel of the Essence of Good Explanation'," being an Overview of the Root Text and Commentary to the Classical Commentary Known as "The Ornament of Realizations," Part One, Version Two	BSTAN BCOS MNGON PAR RTOGS PA'I RGYAN RTZA 'GREL GYI SPYI DON RNAM BSHAD SNYING PO RGYAN GYI SNANG BA, CHA DANG PO, BCUG PA PHYI MA	PHAR PHYIN SPYI DON		TB		MKHAS GRUB BSTAN PA DAR RGYAS		1493-1568	MKHAS GRUB BSTAN PA DAR RGYAS			Perfection of wisdom	PHAR PHYIN/SPYI/MKHAS GRUB BSTAN PA DAR RGYAS/SPYI DON		Published in multiple volumes	Published in multiple volumes	1A-141A		Monastic textbook for the study of Perfection of Wisdom according to "The Jewel of Realizations" of Maitreya/Asanga (at T3786); used at Sera Mey Tibetan Monastic University; refers to the famed commentary of Gyaltsab Je at S5433	Input from originals held at Sera Mey Tibetan Monastic University in South India; all 8 chapters now complete--Chapter 1 was re-entered for greater accuracy			B	H	G				7	OK	1	141	142	281	PHAR PHYIN/SPYI/MKHAS GRUB BSTAN PA DAR RGYAS/SPYI DON	PERFECTION OF WISDOM/GENERAL COMMENTARIES/KEDRUP TENPA DARGYE (1493-1568)/OVERVIEW	PRAJNA PARAMITA///
94986	SE00009-001(mTB)	SB	M	P	"An Illumination of the 'Jewel of the Essence of Good Explanation'," being an Overview of the Root Text and Commentary to the Classical Commentary Known as "The Ornament of Realizations," Part One, Version One	BSTAN BCOS MNGON PAR RTOGS PA'I RGYAN RTZA 'GREL GYI SPYI DON RNAM BSHAD SNYING PO RGYAN GYI SNANG BA, CHA DANG PO, BCUG PA SNGA MA	PHAR PHYIN SPYI DON		TB		MKHAS GRUB BSTAN PA DAR RGYAS		1493-1568	MKHAS GRUB BSTAN PA DAR RGYAS			Perfection of wisdom	PHAR PHYIN/SPYI/MKHAS GRUB BSTAN PA DAR RGYAS/SPYI DON		Published in multiple volumes	Published in multiple volumes	1A-141A		Monastic textbook for the study of Perfection of Wisdom according to "The Jewel of Realizations" of Maitreya/Asanga (at T3786); used at Sera Mey Tibetan Monastic University; refers to the famed commentary of Gyaltsab Je at S5433	Input from originals held at Sera Mey Tibetan Monastic University in South India; all 8 chapters now complete--Chapter 1 was re-entered for greater accuracy			B	H	G				7	OK	1	141	142	281	PHAR PHYIN/SPYI/MKHAS GRUB BSTAN PA DAR RGYAS/SPYI DON	PERFECTION OF WISDOM/GENERAL COMMENTARIES/KEDRUP TENPA DARGYE (1493-1568)/OVERVIEW	PRAJNA PARAMITA///
94991	S00009-006(mTB)	SB	M	P	"An Illumination of the 'Jewel of the Essence of Good Explanation'," being an Overview of the Root Text and Commentary to the Classical Commentary Known as "The Ornament of Realizations," Part Six	BSTAN BCOS MNGON PAR RTOGS PA'I RGYAN RTZA 'GREL GYI SPYI DON RNAM BSHAD SNYING PO RGYAN GYI SNANG BA, CHA DRUG PA	PHAR PHYIN SPYI DON		TB		MKHAS GRUB BSTAN PA DAR RGYAS		1493-1568	MKHAS GRUB BSTAN PA DAR RGYAS			Perfection of wisdom	PHAR PHYIN/SPYI/MKHAS GRUB BSTAN PA DAR RGYAS/SPYI DON		Published in multiple volumes	Published in multiple volumes	1A-24A		Monastic textbook for the study of Perfection of Wisdom according to "The Jewel of Realizations" of Maitreya/Asanga (at T3786); used at Sera Mey Tibetan Monastic University; refers to the famed commentary of Gyaltsab Je at S5433	Input from originals held at Sera Mey Tibetan Monastic University in South India; all 8 chapters now complete--Chapter 1 was re-entered for greater accuracy			B	H	G				7	OK	1	24	25	47	PHAR PHYIN/SPYI/MKHAS GRUB BSTAN PA DAR RGYAS/SPYI DON	PERFECTION OF WISDOM/GENERAL COMMENTARIES/KEDRUP TENPA DARGYE (1493-1568)/OVERVIEW	PRAJNA PARAMITA///
94979	S00003(eTB)	SB	E	P	Excerpt from the Ritual for Bringing Oneself into the Secret World of the Frightener (Bhairava)	'JIGS BYED BDAG 'JUG GI CHA GCIG			TB								Secret teachings/The Frightener/Methods for entering the secret world by oneself	RGYUD/'JIGS BYED/BDAG 'JUG				32A-34A			Small section only input for presentation at a class			B	H	G				6	OK	32	34	4	7	RGYUD/'JIGS BYED/BDAG 'JUG	SECRET TEACHINGS/FRIGHTENER/SELF INITIATION	TANTRA/BHAIRAVA/
95045	S00048(lTB)	SB	E	P	The Song of the Victorious Woman of Spring, for Gaining Experiences in the Path of the Angel of Diamond [Vajrayogini	RONG THANG STENG DGE BSNYEN RDO RJE RAB BRTAN LA MKHA' SPYOD MA'I BSNYEN CHEN SKABS ZHUS STZAL THUN DANG THUN MTSAMS SKOR GYI LAG LEN BSLAB BYA LAM GYI MYONG BA DPYID KYI RGYAL MO'I GLU DBYANGS			TB								Secret teachings/The Angel of Diamond/Instructions for a secret retreat	RGYUD/RDO RJE RNAL 'BYOR MA/BSNYEN PA				1A-8A		Advice for performing the great retreat of the Angel of Diamond (Vajrayogini)				B	H	G				6	OK	1	8	9	16	RGYUD/RDO RJE RNAL 'BYOR MA/BSNYEN PA	SECRET TEACHINGS/ANGEL OF DIAMOND/RETREAT INSTRUCTIONS	TANTRA/VAJRAYOGINI/
95042	SK00046(eTB)	SB	E	P	"A Short Path to Great Bliss," being a Very Unique Method of Reaching the Holy Angel of Diamond [Vajrayogini], in the Teachings of Naropa on the Heaven of the Sky, Longer Version	RJE BTZUN RDO RJE RNAL 'BYOR MA N'A RO MKHA' SPYOD KYI SGRUB THABS THUN MONG MA YIN PA BDE CHEN NYE LAM, BCUG PA SNGA MA	RJE BTZUN RDO RJE RNAL 'BYOR MA'I SGRUB THABS BDE CHEN NYE LAM		TB	Pabongka Rinpoche Dechen Nyingpo	SKYABS RJE PHA BONG KHA PA BDE CHEN SNYING PO		1878-1941	BDE CHEN SNYING PO	Dechen Nyingpo		Secret teachings/The Angel of Diamond/Methods for reaching the holy being	RGYUD/RDO RJE RNAL 'BYOR MA/SGRUB THABS		Work #1 in Collected Works, Volume 4	004-001-000	1A-40A			Printing prayer by Kyabje TrijangRinpoche; there is a briefer version with the same name at S0046			B	H	G				6	Check for separate text starting around line 912\
Missing folios 002A - 039B around line 934	1	40	42	81	RGYUD/RDO RJE RNAL 'BYOR MA/SGRUB THABS	SECRET TEACHINGS/ANGEL OF DIAMOND/RITUAL FOR REACHING THE ANGEL	TANTRA/VAJRAYOGINI/SADHANA
95046	S13893-011(lTB)	SB	E	P	Briefer and More Extensive Forms of the Secret Practice for Six Times of the Day	THUN DRUG GI RNAL 'BYOR RGYAS BSDUS NYAMS SU LEN TSUL 'KHYER BDE MAN NGAG GIS BRGYAN PA			TB	Pabongka Rinpoche Dechen Nyingpo	SKYABS RJE PHA BONG KHA PA BDE CHEN SNYING PO		1878-1941	BDE CHEN SNYING PO	Dechen Nyingpo		Secret teachings/The Practice for Six Times of the Day	RGYUD/THUN DRUG		Work #11D in Collected Works, Volume 2	002-011-004	1A-13A						B	H	G				12	OK	1	13	13	25	RGYUD/THUN DRUG	SECRET TEACHINGS/SIX SESSIONS	TANTRA/
95065	S00066(lTB)	SB	E	P	Notes Taken on the Occasion of Teachings on the Six-Session Lama Practice, "The Twenty Verses on Vows," "The Fifty Verses on Lamas," and the Primary and Secondary Tantric Vows	KHYAB BDAG RDO RJE 'CHANG PHA BONG KHA PA DPAL BZANG POS THUN DRUG BLA MA'I RNAL 'BYOR DANG, SDOM PA NYI SHU PA, BLA MA LNGA BCU PA, SNGAGS KYI RTZA LTUNG SBOM PO BCAS KYI BSHAD KHRID GNANG BA'I ZIN THO MDOR BSDUS			TB	Pabongka Rinpoche Dechen Nyingpo	SKYABS RJE PHA BONG KHA PA BDE CHEN SNYING PO		1878-1941	BDE CHEN SNYING PO	Dechen Nyingpo		Secret teachings/The Practice for Six Times of the Day	RGYUD/THUN DRUG		Work #3 in Collected Works, Volume 9	009-003-000	1A-23A	Sponsor BKA' TSAB SHAN KHA BA 'GYUR MED BSOD NAMS	The "Twenty Verses," by Master Chandragomin, are found at TD4081; "The Fifty Verses" are by Master Ashvaghosha, and found at TD3721			1951	B	H	G				6	OK	1	23	24	46	RGYUD/THUN DRUG	SECRET TEACHINGS/SIX SESSIONS	TANTRA/
95005	SE00023-001(eTB)	SB	E	P	The "Jewel of the True Thought," a Commentary on Valid Perception, Chapter 1	TSAD MA DGONGS RGYAN, LE'U DANG PO			TB		DGE BSHES YE SHES DBANG PHYUG		1928-1997	DGE BSHES YE SHES DBANG PHYUG			Logic and Perceptual Theory	TSAD MA	prama-n.a	SER SMAD YIG CHA Series text	SER SMAD YIG CHA Series text	1 -261 	Handwritten MS from Norbulingka Palace, Lhasa	Excellent modern commentary on the Pramanavarttika of Master Dharmakirti (650 AD), includes root text, cf TD4210	Continued in S0023-2		1987	B	H	G				1	Check for separate text starting around line 1\
Invalid folio sequence: 131  found after @230 , line 231\
Missing folios 134B - 234B around line 235	1	261	262	262	TSAD MA	STUDY OF VALID PERCEPTION	SAUTRANTIKA SCHOOL
95007	SE00023-002(eTB)	SB	E	P	The "Jewel of the True Thought," a Commentary on Valid Perception, Chapter 2	TSAD MA DGONGS RGYAN, LE'U GNYIS PA			TB		DGE BSHES YE SHES DBANG PHYUG		1928-1997	DGE BSHES YE SHES DBANG PHYUG			Logic and Perceptual Theory	TSAD MA	prama-n.a	SER SMAD YIG CHA Series text	SER SMAD YIG CHA Series text	1 -218 	Handwritten MS from Norbulingka Palace, Lhasa	Excellent modern commentary on the Pramanavarttika of Master Dharmakirti (650 AD), includes root text, cf TD4210	Continued in S0023-3		1987	B	H	G				22	Check for separate text starting around line 17	1	218	219	219	TSAD MA	STUDY OF VALID PERCEPTION	SAUTRANTIKA SCHOOL
94604	KD00012(eTB)	KG	E	P	The Exalted Sutra on the Perfection of Wisdom in 8,000 Verses	'PHAGS PA SHES RAB KYI PHA ROL TU PHYIN PA BRGYAD STONG PA	BRGYAD STONG PA	Aryaas.t.asahasrikaprajn~aparamita	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			Eight Thousand Verses on the Perfection of Wisdom	BRGYAD STONG	As.t.asa-hasrika- Prajn~a-pa-ramita-	BRGYAD STONG, Volume 1	BRGYAD STONG, Vol KA	1A-286A	SDE DGE	Well-known basis for centuries of literature on the perfection of wisdom			1730	B	H	G				14	OK	1	286	286	572	\N	\N	\N
94605	KD00016(nTB)	KG	N	P	The Exalted Sutra on the Perfection of Wisdom entitled "The Diamond Cutter"	'PHAGS PA SHES RAB KYI PHA ROL TU PHYIN PA RDO RJE GCOD PA	RDO RJE GCOD PA	Aryavajracchedikanamaprajn~aparamitamahayanasutra	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			Perfection of Wisdom	SHER PHYIN	prajn~a-pa-ramita-	SHES PHYIN, Volume 1	SHES PHYIN, Vol KA	215A-235A	SDE DGE	Teaching on the perfection of wisdom especially popular in China and Mongolia	A short woodblock edition has also been input at KX0016		1730	B	H	G				14	OK	215	235	21	42	\N	\N	\N
94606	KD00049(mTB)	KG	M	P	The "Sutra on Immeasurable Light," being the Fifth Chapter of a Hundred Thousand Chapters of the Many Various Teachings of the Exalted Sutra entitled "The Stack of the Jewels"	'PHAGS PA DKON MCHOG BRTZEGS PA CHEN PO'I CHOS KYI RNAM GRANGS LE'U STONG PHRAG BRGYA PA LAS, LE'U LNGA PA STE, 'OD DPAG MED KYI BKOD PA,		Aryaamitabhavyuhanamamahayanasutra	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			Stack of Jewels	DKON BRTZEGS	Ratnaku-t.a	DKON BRTZEGS, Volume 1	DKON BRTZEGS, Vol KA	237B-270A	SDE DGE	Mahayana Buddhist Sutra			1730	B	H	G				14	OK	237	270	33	66	\N	\N	\N
94607	KD00060(mTB)	KG	M	P	The "Meeting of the Father and Son, an Explication of Thusness," being the Sixteenth Chapter of a Hundred Thousand Chapters of the Many Various Teachings of the Exalted Sutra entitled "The Stack of the Jewels"	'PHAGS PA DKON MCHOG BRTZEGS PA CHEN PO CHOS KYI RNAM GRANGS LE'U STONG PHRAG BRGYA PA LAS LE'U BCU DRUG PA STE, 'PHAGS PA YAB DANG SRAS MJAL BA ZHES BYA BA DE KHO NA NGES PAR BSTAN PA	YAB SRAS MJAL BA'I MDO	Aryapitaputrasamagamananamamahayanasutra	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			Stack of Jewels	DKON BRTZEGS	Ratnaku-t.a	DKON BRTZEGS, Volume 4	DKON BRTZEGS, Vol NGA	1A-168A	SDE DGE	Mahayana Buddhist Sutra, often quoted in Madhyamika literature			1730	B	H	G				14	OK	1	168	168	334	\N	\N	\N
94608	KD00061(mTB)	KG	M	P	The "Sutra Requested by Purna," being the Seventeenth Chapter of a Hundred Thousand Chapters of the Many Various Teachings of the Exalted Sutra entitled "The Stack of the Jewels"	'PHAGS PA DKON MCHOG BRTZEGS PA CHEN PO'I CHOS KYI RNAM GRANGS LE'U STONG PHRAG BRGYA PA LAS LE'U BCU BDUN PA STE GANG POS ZHUS PA	GANG POS ZHUS PA'I MDO	Aryapurn.aparipr.cchanamamahayanasutra	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			Stack of Jewels	DKON BRTZEGS	Ratnaku-t.a	DKON BRTZEGS, Volume 4	DKON BRTZEGS, Vol NGA	168B-227A	SDE DGE	Mahayana Buddhist Sutra			1730	B	H	G				14	OK	168	227	59	118	\N	\N	\N
94609	KD00062(mTB)	KG	M	P	The "Sutra Requested by Rashtrapala," being the Eighteenth Chapter of a Hundred Thousand Chapters of the Many Various Teachings of the Exalted Sutra entitled "The Stack of the Jewels"	'PHAGS PA DKON MCHOG BRTZEGS PA CHEN PO'I CHOS KYI RNAM GRANGS LE'U STONG PHRAG BRGYA PA LAS LE'U BCVA BRGYAD PA STE, YUL 'KHOR SKYONG GIS ZHUS PA	YUL 'KHOR SKYONG GIS ZHUS PA'I MDO	Aryaras.t.rapalaparipr.cchanamamahayanasutra	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			Stack of Jewels	DKON BRTZEGS	Ratnaku-t.a	DKON BRTZEGS, Volume 4	DKON BRTZEGS, Vol NGA	227A-257A	SDE DGE	Mahayana Buddhist Sutra			1730	B	H	G				14	OK	227	257	31	61	\N	\N	\N
94610	KD00063(mTB)	KG	M	P	The "Sutra Requested by the Householder Ugra," being the Nineteenth Chapter of a Hundred Thousand Chapters of the Many Various Teachings of the Exalted Sutra entitled "The Stack of the Jewels"	'PHAGS PA DKON MCHOG BRTZEGS PA CHEN PO'I CHOS KYI RNAM GRANGS LE'U STONG PHRAG BRGYA PA LAS LE'U BCU DGU PA STE KHYIM BDAG DRAG SHUL CAN GYIS ZHUS PA	KHYIM BDAG DRAG SHUL CAN GYIS ZHUS PA'I MDO	Aryagr.hapatiugraparipr.cchanamamahayanasutra	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			Stack of Jewels	DKON BRTZEGS	Ratnaku-t.a	DKON BRTZEGS, Volume 4	DKON BRTZEGS, Vol NGA	257A-288A	SDE DGE	Mahayana Buddhist Sutra			1730	B	H	G				14	OK	257	288	32	63	\N	\N	\N
94611	KD00095(mTB)	KG	M	P	The Exalted Sutra of the Greater Way entitled "The Sutra of Cosmic Play"	'PHAGS PA RGYA CHER ROL PA ZHES BYA BA THEG PA CHEN PO'I MDO	RGYA CHER ROL PA	Aryalalitavistaranamamahayanasutra	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			General Teachings	MDO SDE	su-tra	MDO SDE, Volume 2	MDO SDE, Vol KHA	1A-352A	SDE DGE	Mahayana Buddhist Sutra			1730	B	H	G				14	Check for separate text starting around line 9813	1	352	353	703	\N	\N	\N
94612	KD00106(mTB)	KG	M	P	The Exalted Sutra of the Greater Way entitled "A Commentary on the Intent of the Sutras"	'PHAGS PA DGONGS PA NGES PAR 'GREL PA ZHES BYA BA THEG PA CHEN PO'I MDO	MDO SDE DGONGS 'GREL	Aryasam.dhinirmocananamamahayanasutra	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			General Teachings	MDO SDE	su-tra	MDO SDE, Volume 5	MDO SDE, Vol CA	1A-87A	SDE DGE	Important sutra for the study of the interpretation of the Buddha's words			1730	B	H	G				14	Check for separate text starting around line 3	1	87	88	174	\N	\N	\N
94613	KD00113(mTB)	KG	M	P	A Holy Sutra of the Greater Way entitled "The White Lotus Sutra"	DAM PA'I CHOS PADMA DKAR PO ZHES BYA BA THEG PA CHEN PO'I MDO	DAM CHOS PAD DKAR	Saddharmapun.d.arikanamamahayanasutra	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			General Teachings	MDO SDE	su-tra	MDO SDE, Volume 7	MDO SDE, Vol JA	1A-285A	SDE DGE	Mahayana Buddhist Sutra; the famous "Lotus Sutra"			1730	B	H	G				14	OK	1	285	285	570	\N	\N	\N
94614	KD00115(mTB)	KG	M	P	An Exalted Sutra of the Greater Way entitled "The Sutra of the Heaven of Happiness"	'PHAGS PA BDE BA CAN GYI BKOD PA ZHES BYA BA THEG PA CHEN PO'I MDO	BDE BA CAN GYI BKOD PA'I MDO	Aryasukhavativyuhanamamahayanasutra	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			General Teachings	MDO SDE	su-tra	MDO SDE, Volume 7	MDO SDE, Vol JA	195B-200A	SDE DGE	Mahayana Buddhist Sutra			1730	B	H	G				14	OK	195	200	5	10	\N	\N	\N
94615	KD00479(eTB)	KG	E	P	The Thusness of All Who Have Gone That Way	DE BZHIN GSHEGS PA THAMS CAD KYI DE KHO NA NYID		Sarvatathagatatattvasam.grahanamamahayanasutra	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			Secret Practice	RGYUD 'BUM	Tantra	RGYUD 'BUM, Volume 8	RGYUD 'BUM, Vol NYA	1A-142A	SDE DGE	Mahayana Buddhist Sutra			1730	B	H	G				14	OK	1	142	142	283	\N	\N	\N
94616	KD04568(fTB)	RCT	E	P	Catalog to the Kangyur, Derge Edition	DKAR CHAG, SDE DGE PAR MA			TB		SI TU PAn CHEN CHOS KYI 'BYUNG GNAS		fl. 1730	SI TU PAn CHEN CHOS KYI 'BYUNG GNAS						DKAR CHAG, Vol LAKshM'I	DKAR CHAG, Vol LAKshM'I	113A-157A	SDE DGE	Native catalog to works in the Buddhist Canon actually composed by Buddhas	This native version includes volume but not page numbers of books cataloged; see Lhasa Edition catalog for these		1730	B	H	G				14	OK	113	157	45	90	\N	\N	\N
94617	KL00009-001(eTB)	KG	E	P	The Sutra on the Perfection of Wisdom in 25,000 Verses; Part I	SHES RAB KYI PHA ROL TU PHYIN PA STONG PHRAG NYI SHU LNGA PA, DUM BU DANG PO	SHES PHYIN NYI KHRI, DUM BU DANG PO	Pan~cavim.shatisahasrikaprajn~aparamita,1	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			Twenty-Five Thousand Verses on the Perfection of Wisdom	NYI KHRI	Pan~cavim.shatisa-hasrika- Prajn~a-pa-ramita-	NYI KHRI, Volume 1	NYI KHRI, Vol KA	1A-558A	LHA SA	The "Middle-Length" presentation on the Perfection of Wisdom	First of 3 volumes		1934	B	H	G				14	Missing folios 065B - 070B around line 1773
\
Invalid folio sequence: 364B found after @363B, line 9979
\
Missing folios 416B - 417A around line 11441
\
Missing folios 421A - 421B around line 11541	1	558	550	1099	\N	\N	\N
94618	KL00009-002(eTB)	KG	E	P	The Perfection of Wisdom in 25,000 Lines, Part 2 (Pancha Vinshati Sahasrika Prajna Paramita 2)	SHES RAB KYI PHA ROL TU PHYIN PA STON GPHRAG NYI SHU LNGA PA 2	SHES PHYIN NYI KHRI, DUM BU GNYIS PA		TB	Shakyamuni Buddha	SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA	Shakyamuni Buddha		Twenty-Five Thousand Verses on the Perfection of Wisdom	NYI KHRI	Pan~cavim.shatisa-hasrika- Prajn~a-pa-ramita-	NYI KHRI, Volume 2	NYI KHRI, Vol KHA	1B-548A	LHA SA	The "Middle-Length" presentation on the Perfection of Wisdom	Second of 3 volumes		1934	PC	H	G				7	Invalid folio sequence: 001B found after @558A, line 1	1	548	548	1095	\N	\N	\N
94619	KL00021(mTB)	KG	M	P	The Exalted "Essence of the Conqueress, the Perfection of Wisdom" [The "Heart Sutra"]	'PHAGS PA BCOM LDAN 'DAS MA SHES RAB KYI PHA ROL TU PHYIN PA'I SNYING PO	SHES RAB SNYING PO	Aryabhagavatiprajn~aparamitahr.daya	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			Perfection of Wisdom	SHER PHYIN	prajn~a-pa-ramita-	SHER PHYIN SNA TSOGS, Volume 1	SHER PHYIN SNA TSOGS, Vol KA	259B-261A	LHA SA	Popularly known in English as the "Heart Sutra"			1934	B	H	G				14	OK	259	261	2	4	\N	\N	\N
94620	KL00107(eTB)	KG	E	P	An Exalted Sutra of the Greater way entitled "A Journey to Langka" (Arya Langka Avatara Mahayana Sutra)	'PHAGS PA LANGKAR GSHEGS PA'I THEG PA CHEN PO'I MDO	LANG KAR GSHEGS PA		TB	Shakyamuni Buddha	SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA	Shakyamuni Buddha		General Teachings	MDO SDE	su-tra	MDO MANG, Volume 5	MDO MANG, Vol CA	87B-307A	LHA SA	Mahayana Buddhist Sutra			1934	PC	H	G				7	Folio marker misplaced in line 0, moved to new line	87	307	221	441	\N	\N	\N
94621	KL00176(eTB)	KG	E	P	An Exalted Sutra of the Greater Way entitled "A Teaching Given by Vimala Kirti_(Arya Vimala Kirti Nirdesha Nama Mahayana Sutra)	'PHAGS PA DRI MA MED PAR GRAGS PAS BSTAN PA ZHES BYA BA THEG PA CHEN PO'I MDO	DRI MED BSTAN PA'I MDO		TB	Shakyamuni Buddha	SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA	Shakyamuni Buddha		General Teachings	MDO SDE	su-tra	MDO MANG, Volume 14	MDO MANG, Vol PHA	270B-376A	LHA SA	Mahayana Buddhist Sutra			1934	PC	H	G				7	OK	270	376	107	214	\N	\N	\N
94622	KL00494(mTB)	KG	M	P	That Expression of the Holy Dharma entitled "The King of All Kings among the Collection of Sutras, a Work of Immense Blessings, as the Great Being named 'Appearances' Emanates the Act of Reaching Perfect and Total Enlightenment"	RNAM PAR SNANG MDZAD CHEN PO MNGON PAR RDZOGS PAR BYANG CHUB PA RNAM PAR SPRUL PA BYIN GYIS RLOB PA SHIN TU RGYAS PA MDO SDE'I DBANG PO'I RGYAL PO ZHES BYA BA'I CHOS KYI RNAM GRANGS	RNAM PAR SNANG MDZAD CHEN PO	Mahavairocanabhisam.bodhivikurvitadhis.t.hanavaipulyasutreindrarajanamadharmaparyaya	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			Secret Practice	RGYUD 'BUM	Tantra	RGYUD, Volume 8	RGYUD, Vol NYA	176B-341A	LHA SA	Mahayana Buddhist Sutra			1934	B	H	G				14	OK	176	341	165	331	\N	\N	\N
94623	KL04568(fTB)	RCT	E	P	Catalog to the Kangyur, Lhasa Shol Edition	DKAR CHAG, ZHOL PAR MA			TB				1934							DKAR CHAG Volume 1-THO	DKAR CHAG Vol KA-THO	1A-49A	LHA SA ZHOL	Native catalog to works in the Buddhist Canon actually composed by Buddhas	This native version includes page numbers of books cataloged;  only catalog part was input--the rest, a history of the creation of the Kangyur, will be done later		1934	B	H	G				14	OK	1	49	49	97	\N	\N	\N
94624	KX00016(eTB)	KG	E	P	The Exalted Sutra on the Perfection of Wisdom entitled "The Diamond Cutter," Pelden Tsultrim Edition	'PHAGS PA SHES RAB KYI PHA ROL TU PHYIN PA RDO RJE GCOD PA ZHES BYA BA THEG PA CHEN PO'I MDO, DPE THUNG	RDO RJE GCOD PA, DPE THUNG	Aryavajracchedikanamaprajn~aparamitamahayanasutra	TB		SH'AKYA THUB PA	sha-kyamuni buddha	500 BC	SH'AKYA THUB PA			Perfection of Wisdom	SHER PHYIN	prajn~a-pa-ramita-			1A-69A	EDITION SPONSORED BY DPAL LDAN TSUL KHRIMS	Teaching on the Perfection of Wisdom especially popular in China and Mongolia	Short woodblock edition of a work from the Kangyur			B	H	G				10	Missing folios 019A - 019B around line 343	1	69	68	134	\N	\N	\N
94966	TD04569(nTB)	RCT	N	P	Catalog to the Tengyur, Derge Edition	BSTAN 'GYUR DKAR CHAG, SDE DGE PAR MA			TB		ZHU CHEN TSUL KHRIMS RIN CHEN		fl. 1730	ZHU CHEN TSUL KHRIMS RIN CHEN						DKAR CHAG, Vol SHR'I	DKAR CHAG, Vol SHR'I	337A-468A	SDE DGE	Native catalog to works in the Buddhist Canon not composed by Buddhas	This native version includes volume but not page numbers of books cataloged		1730	B	H	G				14	Missing folios 346B - 346B around line 275	337	468	132	263	\N	\N	\N
94973	S00001-004(eTB)	SB	E	P	"The Garland of White Lotuses," being a Fine Explanation of Dialectical Analysis for the Classical Commentary entitled "The Ornament of Realizations," along with Its Own Commentary, Part Four	BSTAN BCOS MNGON PAR RTOGS PA'I RGYAN 'GREL PA DANG BCAS PA'I MTHA' DPYOD LEGS PAR BSHAD PA PADMA DKAR PO'I 'PHRENG BA ZHES BYA BA MKHAS GRUB BSTAN PA DAR RGYAS KYI GSUNG RGYUN SKABS GNYIS PA	PHAR PHYIN MTHA' DPYOD		TB		MKHAS GRUB BSTAN PA DAR RGYAS		1493-1568	MKHAS GRUB BSTAN PA DAR RGYAS						Published in eight DPE RING volumes	Published in eight DPE RING volumes	1A-55A		Monastic textbook for the study of perfection of wisdom according to "The Jewel of Realizations" by Maitreya/Asanga (at T3786), used at Sera Mey Tibetan Monastic University	Input from originals held at Sera Mey Tibetan Monastic University in South India			B	H	G				7	Invalid folio sequence: 020A found after @020A, line 263	1	55	56	111	\N	\N	\N
94978	S00002(nTB)	SB	N	P	'A Necklace for Those with Bright Young Minds,' being a Concise Presentation of 'The Essence of Eloquence,' a Classical Commentary upon the Art of Distinguishing the Figurative from the Literal	DRANG BA DANG NGES PA'I DON RNAM PAR 'BYED PA'I BSTAN BCOS LEGS BSHAD SNYING PO'I DON BSDUS BLO GSAL GZHON NU'I MGUL RGYAN ZHES BYA BA	DRANG SDOMS		TB		RGYAL DBANG BLO BZANG 'PHRIN LAS RNAM RGYAL		fl. 1840-1860	RGYAL DBANG BLO BZANG 'PHRIN LAS RNAM RGYAL						ZUR BKOL Series text	ZUR BKOL Series text	1A-10A		The root text, by Je Tsongkapa, is found at S5396; this commentary is one of the main textbooks used at Sera Mey Tibetan Monastic University	Input from originals held at Sera Mey Tibetan Monastic University in South India			B	H	G				7	OK	1	10	10	20	\N	\N	\N
